[Mon Jul 08 04:01:34 UTC 2024] skisoflat | Location: X: -2498 Y: 64 Z: 1196 | Line: 0 | slowin es puto
[Mon Jul 22 17:38:00 UTC 2024] Slowin_S | Location: X: -489 Y: 59 Z: -12 | Line: 0 | 
[Mon Jul 22 17:38:00 UTC 2024] Slowin_S | Location: X: -489 Y: 59 Z: -12 | Line: 1 | 
[Mon Jul 22 17:38:00 UTC 2024] Slowin_S | Location: X: -489 Y: 59 Z: -12 | Line: 2 | 
[Mon Jul 22 17:38:00 UTC 2024] Slowin_S | Location: X: -489 Y: 59 Z: -12 | Line: 3 | 
[Mon Jul 22 17:38:03 UTC 2024] Slowin_S | Location: X: -490 Y: 59 Z: -11 | Line: 0 | 
[Mon Jul 22 17:38:03 UTC 2024] Slowin_S | Location: X: -490 Y: 59 Z: -11 | Line: 1 | 
[Mon Jul 22 17:38:03 UTC 2024] Slowin_S | Location: X: -490 Y: 59 Z: -11 | Line: 2 | 
[Mon Jul 22 17:38:03 UTC 2024] Slowin_S | Location: X: -490 Y: 59 Z: -11 | Line: 3 | 
[Mon Jul 22 17:38:17 UTC 2024] Slowin_S | Location: X: -489 Y: 60 Z: -10 | Line: 0 | 
[Mon Jul 22 17:38:17 UTC 2024] Slowin_S | Location: X: -489 Y: 60 Z: -10 | Line: 1 | 
[Mon Jul 22 17:38:17 UTC 2024] Slowin_S | Location: X: -489 Y: 60 Z: -10 | Line: 2 | 
[Mon Jul 22 17:38:17 UTC 2024] Slowin_S | Location: X: -489 Y: 60 Z: -10 | Line: 3 | 
[Mon Jul 22 17:38:20 UTC 2024] Slowin_S | Location: X: -489 Y: 59 Z: -12 | Line: 0 | 
[Mon Jul 22 17:38:20 UTC 2024] Slowin_S | Location: X: -489 Y: 59 Z: -12 | Line: 1 | 
[Mon Jul 22 17:38:20 UTC 2024] Slowin_S | Location: X: -489 Y: 59 Z: -12 | Line: 2 | 
[Mon Jul 22 17:38:20 UTC 2024] Slowin_S | Location: X: -489 Y: 59 Z: -12 | Line: 3 | 
[Tue Jul 23 05:08:39 UTC 2024] Slowin_S | Location: X: -252 Y: 56 Z: 1391 | Line: 0 | ok nos vemos
[Tue Jul 23 05:08:39 UTC 2024] Slowin_S | Location: X: -252 Y: 56 Z: 1391 | Line: 1 | prooonto 
[Tue Jul 23 05:08:39 UTC 2024] Slowin_S | Location: X: -252 Y: 56 Z: 1391 | Line: 2 | ´´´´....
[Tue Jul 23 05:08:39 UTC 2024] Slowin_S | Location: X: -252 Y: 56 Z: 1391 | Line: 3 | 
[Wed Jul 09 00:01:52 UTC 2025] Slowin_S | Location: X: -1 Y: 71 Z: -30 | Line: 0 | murieron en la
[Wed Jul 09 00:01:52 UTC 2025] Slowin_S | Location: X: -1 Y: 71 Z: -30 | Line: 1 | carcel por
[Wed Jul 09 00:01:52 UTC 2025] Slowin_S | Location: X: -1 Y: 71 Z: -30 | Line: 2 | pndejos 
[Wed Jul 09 00:01:52 UTC 2025] Slowin_S | Location: X: -1 Y: 71 Z: -30 | Line: 3 | XD
[Wed Jul 09 00:02:10 UTC 2025] Slowin_S | Location: X: -1 Y: 70 Z: -29 | Line: 0 | NO HAGAS MMADAS
[Wed Jul 09 00:02:10 UTC 2025] Slowin_S | Location: X: -1 Y: 70 Z: -29 | Line: 1 | o te ira
[Wed Jul 09 00:02:10 UTC 2025] Slowin_S | Location: X: -1 Y: 70 Z: -29 | Line: 2 | igual 
[Wed Jul 09 00:02:10 UTC 2025] Slowin_S | Location: X: -1 Y: 70 Z: -29 | Line: 3 | :3
[Fri Jul 11 20:20:45 UTC 2025] .ABELARD03451 | Location: X: -441 Y: 177 Z: 280 | Line: 0 | ñ
[Fri Jul 11 20:20:45 UTC 2025] .ABELARD03451 | Location: X: -441 Y: 177 Z: 280 | Line: 1 | 
[Fri Jul 11 20:20:45 UTC 2025] .ABELARD03451 | Location: X: -441 Y: 177 Z: 280 | Line: 2 | 
[Fri Jul 11 20:20:45 UTC 2025] .ABELARD03451 | Location: X: -441 Y: 177 Z: 280 | Line: 3 | 
[Fri Jul 11 20:22:21 UTC 2025] carlospelatodo | Location: X: -443 Y: 177 Z: 280 | Line: 0 | PARTES
[Fri Jul 11 20:22:21 UTC 2025] carlospelatodo | Location: X: -443 Y: 177 Z: 280 | Line: 1 | >>>>>>>
[Fri Jul 11 20:22:21 UTC 2025] carlospelatodo | Location: X: -443 Y: 177 Z: 280 | Line: 2 | 
[Fri Jul 11 20:22:21 UTC 2025] carlospelatodo | Location: X: -443 Y: 177 Z: 280 | Line: 3 | 
[Fri Jul 11 20:27:10 UTC 2025] Slowin_S | Location: X: -450 Y: 176 Z: 281 | Line: 0 | TP
[Fri Jul 11 20:27:10 UTC 2025] Slowin_S | Location: X: -450 Y: 176 Z: 281 | Line: 1 | >>>
[Fri Jul 11 20:27:10 UTC 2025] Slowin_S | Location: X: -450 Y: 176 Z: 281 | Line: 2 | 
[Fri Jul 11 20:27:10 UTC 2025] Slowin_S | Location: X: -450 Y: 176 Z: 281 | Line: 3 | 
